trip_id,subscriber_type,bikeid,start_time,start_station_id,start_station_name,end_station_id,end_station_name,duration_minutes,dummy_date
21307007,Pay-as-you-ride,1949,2019-11-26 17:53:04 UTC,2566,Electric Drive/Sandra Muraida Way @ Pfluger Ped Bridge,2566,Electric Drive/Sandra Muraida Way @ Pfluger Ped Bridge,29,2024-01-02
21304753,Local365,22,2019-11-26 10:39:16 UTC,2567,Barton Springs/Bouldin @ Palmer Auditorium,2566,Electric Drive/Sandra Muraida Way @ Pfluger Ped Bridge,5,2024-01-02
21307106,Single Trip (Pay-as-you-ride),198,2019-11-26 18:19:54 UTC,2575,Riverside/South Lamar,2566,Electric Drive/Sandra Muraida Way @ Pfluger Ped Bridge,4,2024-01-02
21306205,Single Trip (Pay-as-you-ride),2355,2019-11-26 15:15:59 UTC,3684,Cesar Chavez/Congress,2566,Electric Drive/Sandra Muraida Way @ Pfluger Ped Bridge,93,2024-01-02
21306207,Single Trip (Pay-as-you-ride),963,2019-11-26 15:16:36 UTC,3684,Cesar Chavez/Congress,2566,Electric Drive/Sandra Muraida Way @ Pfluger Ped Bridge,92,2024-01-02
21306212,Single Trip (Pay-as-you-ride),610,2019-11-26 15:17:15 UTC,3684,Cesar Chavez/Congress,2566,Electric Drive/Sandra Muraida Way @ Pfluger Ped Bridge,91,2024-01-02
21306217,Single Trip (Pay-as-you-ride),815,2019-11-26 15:17:52 UTC,3684,Cesar Chavez/Congress,2566,Electric Drive/Sandra Muraida Way @ Pfluger Ped Bridge,91,2024-01-02
21306609,Single Trip (Pay-as-you-ride),3,2019-11-26 16:25:39 UTC,2567,Barton Springs/Bouldin @ Palmer Auditorium,2567,Barton Springs/Bouldin @ Palmer Auditorium,23,2024-01-02
21306620,Single Trip (Pay-as-you-ride),326,2019-11-26 16:27:12 UTC,2567,Barton Springs/Bouldin @ Palmer Auditorium,2567,Barton Springs/Bouldin @ Palmer Auditorium,20,2024-01-02
21304578,Local365,22,2019-11-26 09:44:19 UTC,2544,East 6th/Pedernales,2567,Barton Springs/Bouldin @ Palmer Auditorium,16,2024-01-02
